Unnamed: 0,Temp_min,Temp_max,pH_min,pH_max,conduc_min,conduc_max,bod_min,bod_max,nitrate_min,nitrate_max,Fcoli_min,Fcoli_max,Tcoli_min,Tcoli_max,Tds_min,Tds_max,F_min,F_max,Ar_min,Ar_max
27,26.0,28.0,6.2,6.5,175.0,200.0,0.0,1.3,0.0,0.66,150.0,280.0,540.0,1700.0,97.0,120.0,0.0,0.0,-1.0,-1.0
28,28.0,28.0,5.3,5.3,85.0,85.0,0.0,0.0,0.0,0.0,12.0,12.0,20.0,20.0,54.0,54.0,0.0,0.0,-1.0,-1.0
29,28.0,30.0,7.2,7.5,795.0,967.0,1.2,1.8,1.3,4.46,0.0,0.0,0.0,200.0,484.0,586.0,0.49,0.5,-1.0,-1.0
30,24.0,26.0,6.0,6.6,79.0,112.0,0.0,0.0,0.0,4.55,48.0,110.0,79.0,170.0,45.0,69.0,0.0,0.0,-1.0,-1.0
31,26.0,27.0,7.1,7.8,302.0,14800.0,0.0,0.0,0.0,0.0,10.0,140.0,49.0,170.0,186.0,10610.0,0.0,0.41,-1.0,-1.0
32,26.0,28.0,6.4,6.9,93.0,143.0,0.0,1.1,0.0,0.0,20.0,40.0,120.0,130.0,61.0,86.0,0.0,0.0,-1.0,-1.0
33,26.0,26.0,5.0,5.4,108.0,195.0,0.0,1.1,0.0,0.0,40.0,79.0,110.0,310.0,68.0,112.0,0.0,0.0,-1.0,-1.0
0,31.1,31.1,7.0,7.0,833.0,833.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,558.1,558.1,-1.0,-1.0,-1.0,-1.0
1,32.0,32.0,7.3,7.3,957.0,957.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,641.2,641.2,-1.0,-1.0,-1.0,-1.0
2,31.6,31.6,6.9,6.9,1430.0,1430.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,958.1,958.1,-1.0,-1.0,-1.0,-1.0
3,31.6,31.6,7.1,7.1,961.0,961.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,643.9,643.9,-1.0,-1.0,-1.0,-1.0
4,30.6,30.6,7.1,7.1,704.0,704.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,471.7,471.7,-1.0,-1.0,-1.0,-1.0
5,30.8,30.8,7.8,7.8,808.0,808.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,541.4,541.4,-1.0,-1.0,-1.0,-1.0
6,30.6,30.6,7.0,7.0,820.0,820.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,549.4,549.4,-1.0,-1.0,-1.0,-1.0
7,31.1,31.1,7.0,7.0,796.0,796.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,533.3,533.3,-1.0,-1.0,-1.0,-1.0
8,31.3,31.3,6.9,6.9,901.0,901.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,603.7,603.7,-1.0,-1.0,-1.0,-1.0
9,30.0,30.0,7.0,7.0,940.0,940.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,629.8,629.8,-1.0,-1.0,-1.0,-1.0
10,30.7,30.7,7.3,7.3,817.0,817.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,547.4,547.4,-1.0,-1.0,-1.0,-1.0
11,30.5,30.5,7.1,7.1,1900.0,1900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1273.0,1273.0,-1.0,-1.0,-1.0,-1.0
12,30.3,30.3,7.0,7.0,3780.0,3780.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2532.6,2532.6,-1.0,-1.0,-1.0,-1.0
13,30.5,30.5,7.4,7.4,1206.0,1206.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,808.0,808.0,-1.0,-1.0,-1.0,-1.0
14,31.1,31.1,7.4,7.4,559.0,559.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,374.5,374.5,-1.0,-1.0,-1.0,-1.0
15,30.0,30.0,7.2,7.2,1256.0,1256.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,841.5,841.5,-1.0,-1.0,-1.0,-1.0
16,30.4,30.4,7.3,7.3,822.0,822.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,550.7,550.7,-1.0,-1.0,-1.0,-1.0
17,30.2,30.2,7.4,7.4,2640.0,2640.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1768.8,1768.8,-1.0,-1.0,-1.0,-1.0
18,31.6,31.6,7.5,7.5,1390.0,1390.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19,30.9,30.9,7.7,7.7,1310.0,1310.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20,31.4,31.4,7.3,7.3,805.0,805.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,539.4,539.4,-1.0,-1.0,-1.0,-1.0
21,31.2,31.2,7.7,7.7,1008.0,1008.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,675.4,675.4,-1.0,-1.0,-1.0,-1.0
22,30.7,30.7,8.0,8.0,1371.0,1371.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,918.6,918.6,-1.0,-1.0,-1.0,-1.0
23,31.0,31.0,7.7,7.7,768.0,768.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,514.6,514.6,-1.0,-1.0,-1.0,-1.0
24,28.8,28.8,7.4,7.4,893.0,1083.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,581.0,704.0,-1.0,-1.0,-1.0,-1.0
25,28.8,28.8,7.6,7.6,1489.0,2350.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,968.0,1528.0,-1.0,-1.0,-1.0,-1.0
26,28.8,28.8,7.4,7.4,2150.0,4280.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1398.0,2782.0,-1.0,-1.0,-1.0,-1.0
27,28.9,28.9,7.1,7.1,1663.0,1681.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1081.0,1093.0,-1.0,-1.0,-1.0,-1.0
28,28.6,28.6,7.5,7.5,795.0,1328.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,517.0,863.0,-1.0,-1.0,-1.0,-1.0
29,28.3,28.3,7.2,7.2,940.0,1170.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,611.0,761.0,-1.0,-1.0,-1.0,-1.0
30,28.9,28.9,7.3,7.3,790.0,1792.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,370.0,1165.0,-1.0,-1.0,-1.0,-1.0
31,28.9,28.9,7.1,7.1,826.0,1602.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,537.0,1041.0,-1.0,-1.0,-1.0,-1.0
32,28.5,28.5,7.2,7.2,1103.0,1498.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,717.0,974.0,-1.0,-1.0,-1.0,-1.0
33,29.1,29.1,7.2,7.2,628.0,999.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,408.0,974.0,-1.0,-1.0,-1.0,-1.0
34,28.6,28.6,7.2,7.2,874.0,1498.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,568.0,974.0,-1.0,-1.0,-1.0,-1.0
35,28.9,28.9,6.9,6.9,886.0,1190.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,576.0,774.0,-1.0,-1.0,-1.0,-1.0
36,28.9,28.9,7.3,7.3,2970.0,2970.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1931.0,1931.0,-1.0,-1.0,-1.0,-1.0
37,29.1,29.1,7.4,7.4,795.0,982.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,517.0,638.0,-1.0,-1.0,-1.0,-1.0
38,28.9,28.9,7.5,7.5,748.0,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,486.0,712.0,-1.0,-1.0,-1.0,-1.0
39,29.5,29.5,7.3,7.3,810.0,820.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,527.0,533.0,-1.0,-1.0,-1.0,-1.0
40,-1.0,-1.0,-1.0,-1.0,1079.0,1079.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,701.0,701.0,-1.0,-1.0,-1.0,-1.0
41,29.2,29.2,7.3,7.3,766.0,1402.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,498.0,911.0,-1.0,-1.0,-1.0,-1.0
0,23.0,23.0,7.6,7.6,971.0,971.0,0.0,0.0,4.21,4.21,0.0,0.0,3.0,3.0,602.0,602.0,0.68,0.68,-1.0,-1.0
1,25.0,25.0,7.2,7.2,880.0,880.0,-1.0,-1.0,1.8,1.8,2.0,2.0,13.0,13.0,588.0,588.0,-1.0,-1.0,-1.0,-1.0
2,24.0,26.0,7.1,7.6,414.0,780.0,-1.0,-1.0,0.6,0.82,2.0,2.0,10.0,12.0,264.0,438.0,-1.0,-1.0,-1.0,-1.0
3,23.0,23.0,7.7,7.7,920.0,920.0,0.0,0.0,3.92,3.92,0.0,0.0,3.0,3.0,560.0,560.0,0.73,0.73,-1.0,-1.0
4,22.2,23.0,7.3,7.6,360.0,658.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,272.0,558.0,-1.0,-1.0,0.0,0.0
5,21.0,22.0,7.5,7.5,250.0,360.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,356.0,372.0,0.0,0.0,0.0,0.0
6,26.0,26.0,7.1,7.1,-1.0,-1.0,0.0,0.0,4.26,4.26,-1.0,-1.0,-1.0,-1.0,2424.0,2424.0,-1.0,-1.0,-1.0,-1.0
7,-1.0,-1.0,7.8,7.8,3344.0,3344.0,1.6,1.6,8.01,8.01,-1.0,-1.0,-1.0,-1.0,2342.0,2342.0,0.41,0.41,-1.0,-1.0
8,27.0,27.0,7.1,7.4,1304.0,1304.0,1.2,1.6,3.64,7.17,-1.0,-1.0,-1.0,-1.0,1150.0,1968.0,-1.0,-1.0,-1.0,-1.0
9,23.0,24.5,7.5,7.6,1440.0,1444.0,0.0,0.0,3.22,5.49,0.0,0.0,3.0,9.0,996.0,1008.0,0.67,0.78,-1.0,-1.0
10,23.0,24.5,7.8,8.0,2023.0,3675.0,1.3,1.6,4.82,6.11,0.0,0.0,8.0,12.0,1287.0,2672.0,0.92,1.04,-1.0,-1.0
11,23.0,24.8,7.2,7.4,2175.0,3202.0,0.0,1.2,3.63,3.84,0.0,0.0,9.0,92.0,1408.0,1610.0,1.01,1.08,-1.0,-1.0
12,23.0,26.0,7.5,7.9,1164.0,1420.0,-1.0,-1.0,0.4,0.8,-1.0,-1.0,-1.0,-1.0,746.0,1158.0,-1.0,-1.0,-1.0,-1.0
13,24.0,24.0,7.8,7.8,1260.0,1260.0,0.0,1.6,4.26,4.96,-1.0,-1.0,-1.0,-1.0,888.0,1216.0,-1.0,-1.0,-1.0,-1.0
14,29.0,29.0,7.7,7.7,-1.0,-1.0,1.2,1.2,2.2,2.2,3.0,3.0,11.0,11.0,545.0,545.0,0.6,0.6,0.0,0.0
15,21.0,22.3,7.2,7.5,360.0,629.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,354.0,534.0,0.36,0.36,0.0,0.0
16,28.0,28.0,7.7,7.7,793.0,793.0,1.4,1.4,2.2,2.2,3.0,3.0,11.0,11.0,588.0,588.0,-1.0,-1.0,-1.0,-1.0
17,22.0,22.2,7.3,8.7,290.0,1166.0,0.0,1.9,0.4,0.4,0.0,0.0,0.0,0.0,120.0,935.0,-1.0,-1.0,0.0,0.0
18,24.0,26.0,7.1,7.2,1009.0,1012.0,-1.0,-1.0,0.68,0.8,2.0,2.0,8.0,14.0,646.0,648.0,-1.0,-1.0,-1.0,-1.0
19,23.0,24.5,7.2,7.5,1014.0,1521.0,0.0,0.0,3.79,6.97,0.0,0.0,9.0,35.0,654.0,806.0,0.48,0.82,-1.0,-1.0
20,23.0,24.0,6.9,7.3,1797.0,2398.0,0.0,0.0,3.2,6.68,0.0,0.0,3.0,6.0,1076.0,1678.0,0.62,1.02,-1.0,-1.0
21,23.0,24.0,7.8,7.8,790.0,1486.0,0.0,0.0,2.28,4.08,0.0,0.0,3.0,93.0,465.0,1038.0,0.38,0.71,-1.0,-1.0
22,23.0,25.0,7.5,7.6,432.0,551.0,0.0,0.0,2.61,3.15,0.0,0.0,0.0,9.0,270.0,385.0,0.67,0.88,-1.0,-1.0
23,26.0,26.5,7.1,7.9,1480.0,1615.0,0.0,1.3,2.81,6.92,0.0,2.0,12.0,14.0,123.0,1406.0,-1.0,-1.0,-1.0,-1.0
24,27.5,27.6,7.8,7.9,589.0,642.0,0.0,0.0,0.68,84.0,0.0,0.0,18.0,18.0,401.0,416.0,-1.0,-1.0,-1.0,-1.0
25,27.5,27.8,7.8,7.8,512.0,543.0,0.0,0.0,0.64,0.75,0.0,0.0,18.0,18.0,388.0,403.0,-1.0,-1.0,-1.0,-1.0
26,21.7,23.0,7.0,7.6,460.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,440.0,-1.0,-1.0,-1.0,-1.0
27,21.0,22.3,7.3,7.3,290.0,1409.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,200.0,1128.0,-1.0,-1.0,0.0,0.0
28,22.0,22.0,7.4,7.5,280.0,380.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,200.0,398.0,-1.0,-1.0,0.0,0.0
29,22.0,22.0,7.0,8.9,390.0,1180.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,284.0,1084.0,0.4,0.4,0.0,0.0
30,22.0,22.1,7.3,8.7,250.0,1068.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,170.0,989.0,0.0,0.0,0.0,0.0
31,21.0,22.0,7.6,7.6,350.0,390.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,284.0,348.0,-1.0,-1.0,0.0,0.0
32,29.0,29.0,7.5,7.5,550.0,550.0,-1.0,-1.0,1.5,1.5,-1.0,-1.0,-1.0,-1.0,368.0,368.0,-1.0,-1.0,-1.0,-1.0
33,28.0,28.0,7.5,7.5,660.0,660.0,-1.0,-1.0,0.6,0.6,-1.0,-1.0,-1.0,-1.0,442.0,442.0,-1.0,-1.0,-1.0,-1.0
34,28.0,28.0,7.5,7.5,710.0,710.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,475.0,475.0,-1.0,-1.0,-1.0,-1.0
35,29.0,29.0,7.5,7.5,260.0,260.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,174.0,174.0,-1.0,-1.0,-1.0,-1.0
36,29.0,29.0,7.5,7.5,400.0,400.0,-1.0,-1.0,2.5,2.5,-1.0,-1.0,-1.0,-1.0,268.0,268.0,-1.0,-1.0,-1.0,-1.0
37,29.0,29.0,7.5,7.5,410.0,410.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,273.0,273.0,-1.0,-1.0,-1.0,-1.0
38,29.0,29.0,7.5,7.5,420.0,420.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,281.0,281.0,-1.0,-1.0,-1.0,-1.0
39,29.0,29.0,7.5,7.5,440.0,440.0,-1.0,-1.0,1.4,1.4,-1.0,-1.0,-1.0,-1.0,294.0,294.0,-1.0,-1.0,-1.0,-1.0
40,26.0,27.0,7.0,7.2,1263.0,1368.0,0.0,1.2,3.91,6.42,0.0,2.0,8.0,10.0,996.0,1234.0,-1.0,-1.0,-1.0,-1.0
41,22.2,22.2,7.3,8.6,592.0,1738.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,480.0,1217.0,-1.0,-1.0,0.0,0.0
42,29.0,29.0,7.7,7.7,-1.0,-1.0,0.0,0.0,2.2,2.2,3.0,3.0,11.0,11.0,544.0,544.0,0.0,0.0,-1.0,-1.0
0,16.1,22.0,5.8,6.1,170.0,191.0,1.4,1.5,7.21,9.41,2.0,4.0,31.0,39.0,117.0,132.0,0.0,0.0,0.0,0.0
1,17.2,22.0,5.4,5.7,265.0,273.0,1.5,1.8,13.11,16.61,0.0,0.0,0.0,17.0,183.0,188.0,0.0,0.0,0.0,0.0
2,18.0,18.0,6.0,6.2,159.0,168.0,1.6,1.7,1.96,2.21,0.0,0.0,9.0,11.0,110.0,116.0,0.0,0.0,0.0,0.0
3,19.1,24.2,5.4,5.6,115.0,125.0,0.0,0.0,3.01,3.61,0.0,0.0,0.0,11.0,79.0,86.0,0.0,0.0,0.0,0.0
4,14.0,21.2,5.5,5.6,151.0,168.0,0.0,1.1,7.6,9.68,0.0,0.0,0.0,0.0,104.0,116.0,0.0,0.0,0.0,0.0
5,6.7,19.1,6.6,6.7,50.0,57.0,1.3,1.6,4.87,7.31,0.0,0.0,4.0,12.0,34.0,39.0,0.0,0.0,0.0,0.0
6,42.5,44.5,9.0,9.5,312.0,335.0,0.0,0.0,0.76,0.81,0.0,0.0,0.0,0.0,215.0,231.0,0.0,23.6,0.0,0.0
7,16.0,17.1,7.2,7.4,145.0,158.0,1.4,1.5,0.58,0.62,0.0,0.0,0.0,0.0,108.0,109.0,0.0,0.0,0.0,0.0
8,16.5,18.1,5.2,5.4,119.0,123.0,1.1,1.3,0.0,0.52,0.0,0.0,0.0,0.0,85.0,88.0,0.0,0.0,0.0,0.0
9,16.5,18.2,5.0,5.2,97.0,110.0,1.3,1.6,0.0,0.37,0.0,0.0,0.0,0.0,67.0,71.0,0.0,0.0,0.0,0.0
10,17.0,22.0,6.5,6.6,102.0,108.0,1.5,1.6,2.96,3.31,0.0,22.0,21.0,22.0,70.0,74.0,0.0,0.0,0.0,0.0
11,17.4,24.0,6.0,6.5,110.0,128.0,1.6,1.7,7.17,10.5,9.0,79.0,120.0,240.0,65.0,76.0,0.0,0.0,0.0,0.0
12,17.0,22.0,5.0,5.2,92.0,110.0,0.0,1.2,0.37,2.21,0.0,4.0,12.0,42.0,63.0,76.0,0.0,0.0,0.0,0.0
0,15.0,24.0,4.8,7.2,381.0,649.0,0.0,1.5,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,15.0,21.0,6.0,6.6,414.0,614.0,0.0,1.9,0.0,0.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,15.0,23.0,6.8,7.4,240.0,335.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,14.0,27.0,5.0,7.2,303.0,607.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,16.0,21.0,5.0,7.4,170.0,374.0,0.0,1.2,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,15.0,23.0,6.3,7.5,0.0,282.0,1.2,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,21.0,21.0,6.2,6.2,185.0,185.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,20.0,21.0,6.3,6.3,100.0,159.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,21.0,22.0,6.4,6.9,78.0,555.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,21.0,21.0,6.0,6.0,504.0,504.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10,20.0,21.0,5.9,6.5,254.0,255.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,16.0,25.0,6.1,6.8,220.0,3556.0,1.4,1.4,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12,18.0,24.0,6.0,7.4,66.0,100.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,24.0,24.0,7.0,7.0,329.0,364.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14,18.0,24.0,5.8,7.6,0.0,314.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15,24.0,24.0,7.0,7.0,93.0,93.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16,11.0,19.0,5.6,7.0,39.0,321.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17,16.0,19.0,5.1,7.5,60.0,679.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18,16.0,27.0,6.0,7.3,43.0,227.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19,19.0,20.0,6.8,7.0,238.0,502.0,1.1,1.1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20,16.0,26.0,5.4,7.0,225.0,481.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21,9.0,20.0,4.5,8.3,112.0,223.0,0.0,1.2,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22,11.0,18.0,5.6,7.7,145.0,423.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23,19.0,28.0,7.0,8.4,0.0,248.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24,14.0,24.0,5.7,8.5,0.0,250.0,0.0,1.9,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,18.0,20.1,6.6,6.7,180.0,340.0,-1.0,-1.0,11.0,12.1,-1.0,-1.0,-1.0,-1.0,13.0,169.5,0.0,0.0,0.0,0.0
1,21.6,24.0,6.7,6.8,216.0,280.0,-1.0,-1.0,1.0,1.3,-1.0,-1.0,-1.0,-1.0,11.0,125.0,0.0,0.9,0.0,0.0
2,22.1,25.0,5.6,5.6,158.0,160.0,-1.0,-1.0,3.2,3.4,-1.0,-1.0,-1.0,-1.0,80.1,80.1,0.0,0.0,0.0,0.0
3,25.5,26.0,7.1,7.5,230.0,250.0,-1.0,-1.0,0.9,1.2,-1.0,-1.0,-1.0,-1.0,115.0,124.9,0.0,0.0,0.0,0.0
4,25.0,26.7,6.2,6.2,220.0,236.0,-1.0,-1.0,6.0,8.0,-1.0,-1.0,-1.0,-1.0,110.0,118.0,0.0,0.0,0.0,0.0
5,26.0,28.4,6.0,6.7,290.0,310.0,-1.0,-1.0,2.2,2.8,-1.0,-1.0,-1.0,-1.0,145.0,155.0,0.0,0.0,0.0,0.0
6,25.0,26.3,7.2,8.4,328.0,360.0,-1.0,-1.0,0.8,1.1,-1.0,-1.0,-1.0,-1.0,164.0,180.0,0.0,0.0,0.0,0.0
7,26.0,26.7,7.3,7.6,796.0,820.0,-1.0,-1.0,7.5,13.0,-1.0,-1.0,-1.0,-1.0,398.0,410.0,0.0,0.0,0.0,0.0
8,26.2,26.4,6.0,7.3,270.0,724.0,0.0,0.0,2.1,13.8,-1.0,-1.0,-1.0,-1.0,86.0,362.0,0.0,0.0,0.0,0.0
9,26.3,26.7,7.2,7.6,218.0,842.0,0.0,0.0,1.2,1.2,-1.0,-1.0,-1.0,-1.0,78.0,421.0,0.0,0.0,0.0,0.0
0,25.0,27.0,6.6,6.9,429.0,654.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,2.0,-1.0,-1.0,0.22,0.22,-1.0,-1.0
1,25.0,26.0,6.5,6.9,351.0,503.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
2,25.0,27.0,6.9,7.6,135.0,250.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
3,25.0,26.0,6.9,7.3,320.0,382.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,-1.0,-1.0,0.43,0.43,-1.0,-1.0
4,25.0,26.0,7.2,7.3,152.0,198.0,0.0,0.0,0.34,0.34,0.0,0.0,0.0,220.0,-1.0,-1.0,0.29,0.29,-1.0,-1.0
5,22.0,28.0,6.1,7.8,169.0,809.0,0.0,0.0,0.85,0.85,0.0,13.0,0.0,79.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
6,24.0,31.0,5.1,6.1,162.0,481.0,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0,-1.0,-1.0,0.23,0.23,-1.0,-1.0
7,24.0,30.0,6.8,7.1,365.0,530.0,0.0,0.0,1.55,1.55,0.0,5.0,11.0,33.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
8,24.0,30.0,6.1,6.1,337.0,407.0,0.0,0.0,7.7,7.7,0.0,5.0,23.0,79.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
9,22.0,29.0,6.4,6.5,169.0,193.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
10,22.0,29.0,7.9,8.2,1091.0,1487.0,0.0,0.0,0.44,0.44,0.0,0.0,0.0,13.0,-1.0,-1.0,0.41,0.41,-1.0,-1.0
11,22.0,29.0,7.6,7.9,748.0,1044.0,0.0,0.0,2.51,2.51,0.0,0.0,0.0,0.0,-1.0,-1.0,0.21,0.21,-1.0,-1.0
12,23.0,29.0,7.5,7.9,1048.0,1128.0,0.0,0.0,6.79,6.79,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
